sample_id,seed,FW_THICK_CM,LI6_ENRICH_ATOM_FRAC,PBLI_THICK_CM,SHIELD_THICK_CM,VV_THICK_CM
s0200,20260330,1.3510297651230863,0.4047782011306727,52.27020690228534,30.277144923798026,27.621491710819306
s0201,20260330,3.9775859770425326,0.415987624940482,30.33259243622153,46.820383200100416,18.423855041802756
s0202,20260330,3.469996423096529,0.7352641913591853,36.43026163046742,36.06183894130214,18.787852976501235
s0203,20260330,3.9183024670942106,0.6702520505765015,61.26959591174291,21.280625948757727,16.262787282875472
s0204,20260330,1.7163553716014883,0.6801283943686476,52.67269242375579,38.65474133300907,19.210610483868287
s0205,20260330,1.4072812399565156,0.5229770120029185,65.0852627031752,26.40708962369608,15.730159012927558
s0206,20260330,4.485745872967728,0.4902983354989634,42.73439196527342,14.460218468012798,26.12565327681101
s0207,20260330,2.559048749778933,0.7800334655362773,68.08290085609512,29.44037557254266,20.847069978030255
s0208,20260330,3.050744008920669,0.7512315105299012,40.89128656744122,20.391489866001223,11.084641142158711
s0209,20260330,4.6311493820735254,0.7774180630829814,37.859442769574805,28.575386430353745,12.475529112038133
s0210,20260330,4.225296008094517,0.5141704236901158,38.172461842658244,19.659997763870813,10.12973290461358
s0211,20260330,4.221376206077714,0.5837473281117096,41.8390569351453,13.604918305327638,13.866065738757626
s0212,20260330,1.9196921355759722,0.39679326249080205,33.34544546744215,13.998899480313867,21.197365275607048
s0213,20260330,3.8409224062830094,0.5179730442000953,74.5293331370902,10.808251713781022,10.57114299268152
s0214,20260330,1.6000559564191188,0.7216412239154828,32.85954527737181,10.03542959226458,12.970329064788688
s0215,20260330,4.023277989019293,0.8894694239114147,68.32568121992935,30.92906883810402,28.16837037428386
s0216,20260330,1.1668038144820327,0.5412441985248744,49.879457083260334,41.92121421305072,20.029474106519366
s0217,20260330,4.388254005323143,0.5287616298211975,32.13572063357954,18.802685827871812,17.459117148881035
s0218,20260330,3.78910755092172,0.6252665588273629,76.94611851555496,28.28621077802537,14.411207262343723
s0219,20260330,2.836667493816968,0.8313604406424222,71.03610127193784,30.732545998561932,24.246131206334297
s0220,20260330,4.552477872932693,0.5747812742679754,55.904065662022795,17.67597774260239,24.523660349891074
s0221,20260330,3.284396920378341,0.7388077337401184,79.40586642199284,32.97002103610011,19.05074161359064
s0222,20260330,1.291460165888437,0.4257083391741412,42.28003646234613,27.898181701939063,25.686589673371152
s0223,20260330,2.0082420946992827,0.5084500349845809,59.98588682760588,31.337464638137597,17.03616810663013
s0224,20260330,2.26940750823547,0.7133398461171949,40.254743200801805,26.285719678835584,10.356155559747545
s0225,20260330,4.940031264187009,0.7014891164853378,48.33318744485935,28.636040089503368,12.548607504932985
s0226,20260330,1.7935804773488515,0.69304633987317,34.76612163504309,12.66033653990891,23.07176136234164
s0227,20260330,3.589665244774232,0.8501494150429036,44.42369908048821,41.645534521279615,28.72961335063049
s0228,20260330,3.751476173796251,0.48555984853028133,64.25299750023254,16.35489462504514,16.922586510053947
s0229,20260330,3.3584321559983032,0.41875740252934823,37.15102250169704,34.149051236025386,27.984756304027087
s0230,20260330,2.227352808544208,0.5566434766168603,57.90305858527799,14.732209224519252,17.2896773351555
s0231,20260330,1.6459184707040648,0.32539276842307957,46.47613699410016,37.6595544446989,13.420755317787652
s0232,20260330,1.101177091425177,0.43371891137050306,79.96387005879916,28.94266395461544,26.857177598894257
s0233,20260330,1.0539900655712495,0.8688575636422364,53.92545176954643,31.00839208894238,27.364736140472992
s0234,20260330,3.26569547958256,0.8954208701472881,61.69083093059256,47.35277823034148,29.98830804193911
s0235,20260330,3.32784026283366,0.45468052599692654,63.94153237830876,20.709984832146837,11.312573879012765
s0236,20260330,4.412325101255961,0.6089891199656949,43.001932364680314,12.81845871633492,22.877462263004226
s0237,20260330,1.6921812060934642,0.875514974109294,39.156899925356804,48.93602605998327,11.882293760448709
s0238,20260330,3.632589881329026,0.3181949265807451,38.51115915918219,44.833325356793374,27.47481317343867
s0239,20260330,2.6842481170025474,0.3500772968805409,78.65835649218573,14.37858890603983,27.269222100279134
s0240,20260330,4.8357309054334685,0.48166995175346206,35.884975235331666,10.855856256428435,22.48624129145711
s0241,20260330,3.3798302683822774,0.683449358012574,64.592601007218,27.749353253328948,22.166512394357547
s0242,20260330,2.3551250331378144,0.7177597759407499,43.724576310166356,19.144261953616443,24.0839582643633
s0243,20260330,2.098693372048271,0.6999590331379579,57.5841105000028,42.913303430290846,25.91069040481338
s0244,20260330,4.181297603293697,0.7583636332425507,51.06992833058125,19.298568213724725,22.61747831280016
s0245,20260330,2.464021820791138,0.5014652379151703,35.34094179721973,32.089632090906846,26.609421687865012
s0246,20260330,1.5640371686237895,0.49993979824898993,49.49053345386865,27.314929022667467,11.611431207893826
s0247,20260330,3.438154481634278,0.632185624152588,67.69590919278505,47.887932228682175,19.614681392453257
s0248,20260330,2.99835872590017,0.8710135534686734,66.8375925657966,10.486039237766139,21.878630129426902
s0249,20260330,4.429082564898154,0.8655617943570313,67.37742216910114,41.94869149398775,22.270868575969125
s0250,20260330,2.7950235886905785,0.3957984283003957,30.64394495651603,35.51850962317653,21.56358307971908
s0251,20260330,2.8954301008452004,0.7729989534171651,78.41484207106055,37.17673406688141,23.89380243198308
s0252,20260330,3.407585173510807,0.4651089742143879,31.33901849803164,17.02792454175472,12.23931071527979
s0253,20260330,2.3117283411847236,0.3468686414500855,69.77693704136803,22.515312507598217,17.182899295500537
s0254,20260330,1.2289829926113158,0.8974975128248328,45.899760111837494,39.60573298570779,27.03522753547952
s0255,20260330,4.139095136958533,0.579394106308655,44.5999198323168,49.47240628222888,24.38368794161474
s0256,20260330,2.194563462312469,0.38960376140346886,33.747720872073,31.89190984514061,20.779805769575184
s0257,20260330,3.9567455781549925,0.6656824292997808,34.8697698682725,21.492036761144426,18.687421971810657
s0258,20260330,1.4176878057644697,0.4720323767470491,71.42099765259088,12.103965236239706,26.26576327850078
s0259,20260330,3.2466570125421246,0.4428394395092963,59.10487694785062,45.6091393614863,13.197572549593126
s0260,20260330,4.128983867707246,0.31476980016736217,48.85436000674068,35.765242094371175,21.08085827383707
s0261,20260330,2.747769252734088,0.7992649231539777,77.26142985056626,26.990993217251216,22.9993627275428
s0262,20260330,1.0423657821357009,0.3376724001722611,63.166317496813754,37.804710244191455,28.914398908234944
s0263,20260330,1.1479267979880654,0.410856571123119,33.96757676611257,41.30605740123405,28.37730800847514
s0264,20260330,2.193221749010236,0.5332742525128011,54.345602459733,35.14963739541329,29.527377612430712
s0265,20260330,3.6677306973671118,0.3814245968961465,30.72263744262912,39.21030430340393,24.94008751949783
s0266,20260330,2.136682308516394,0.3208356012821679,74.19976190661673,38.31354441859004,26.022405146369344
s0267,20260330,1.625203542292029,0.3446401232983802,41.432028373974575,32.30041162716654,28.881209906315306
s0268,20260330,4.8710225135342675,0.5073915963908133,73.38752140532446,16.529672616131784,29.403398989218218
s0269,20260330,4.700557920751849,0.8217764722920544,51.68249161104668,24.997994019459465,18.565202268305505
s0270,20260330,2.816266205685249,0.7486358865567468,72.58265172334822,44.0320079596662,17.831360381070155
s0271,20260330,2.9695305191858243,0.815483783828902,45.27090009314714,11.597314067675118,13.685254442074156
s0272,20260330,4.779471365111548,0.551543114611339,48.68755818210526,32.57038582899479,18.204557499008974
s0273,20260330,2.76763151646048,0.5786469826400729,48.03197850420882,37.29287332299626,10.959013642525495
s0274,20260330,4.456173988423727,0.7294689241680015,52.02060635754975,36.828886800641044,11.182789227741976
s0275,20260330,3.7212002373950397,0.3044464805934301,52.95597223716911,13.194561670533373,29.176028713217065
s0276,20260330,4.314163801800447,0.6392934968163555,79.13140213518498,25.723554135403475,12.080799651975806
s0277,20260330,4.5995171945609234,0.6190880608589684,76.28276204969937,42.61756425531446,25.0758507936203
s0278,20260330,4.576917967819896,0.8004914642899783,56.315920227754276,15.243372102901034,25.16131563301168
s0279,20260330,1.4659555329170584,0.7545041931736021,75.08074767602096,38.36019399302819,10.197157502174543
s0280,20260330,2.4018134026073854,0.690481992241829,39.024877975548165,11.848169003186676,16.400864879938624
s0281,20260330,2.607823971094559,0.7438169054701268,37.292665501253865,20.051378940154148,16.15376247208527
